año,tipo,valor
2008,numero,19
2008,numero,37
2008,numero,35
2008,numero,6
2008,numero,5
2008,estrella,3
2008,estrella,9
2008,numero,10
2008,numero,40
2008,numero,18
2008,numero,19
2008,numero,39
2008,estrella,5
2008,estrella,11
2008,numero,20
2008,numero,49
2008,numero,34
2008,numero,48
2008,numero,31
2008,estrella,9
2008,estrella,7
2008,numero,10
2008,numero,4
2008,numero,40
2008,numero,50
2008,numero,24
2008,estrella,2
2008,estrella,8
2008,numero,36
2008,numero,23
2008,numero,27
2008,numero,9
2008,numero,19
2008,estrella,10
2008,estrella,6
2009,numero,21
2009,numero,33
2009,numero,25
2009,numero,47
2009,numero,44
2009,estrella,2
2009,estrella,8
2009,numero,19
2009,numero,42
2009,numero,50
2009,numero,41
2009,numero,39
2009,estrella,8
2009,estrella,11
2009,numero,37
2009,numero,29
2009,numero,16
2009,numero,1
2009,numero,39
2009,estrella,10
2009,estrella,1
2009,numero,12
2009,numero,39
2009,numero,5
2009,numero,18
2009,numero,45
2009,estrella,3
2009,estrella,12
2009,numero,9
2009,numero,11
2009,numero,44
2009,numero,50
2009,numero,6
2009,estrella,1
2009,estrella,4
2009,numero,4
2009,numero,26
2009,numero,37
2009,numero,29
2009,numero,43
2009,estrella,6
2009,estrella,12
2009,numero,25
2009,numero,2
2009,numero,13
2009,numero,26
2009,numero,40
2009,estrella,3
2009,estrella,11
2009,numero,25
2009,numero,23
2009,numero,42
2009,numero,8
2009,numero,45
2009,estrella,11
2009,estrella,3
2009,numero,6
2009,numero,24
2009,numero,44
2009,numero,29
2009,numero,28
2009,estrella,10
2009,estrella,7
2009,numero,34
2009,numero,38
2009,numero,9
2009,numero,15
2009,numero,14
2009,estrella,7
2009,estrella,6
2009,numero,6
2009,numero,8
2009,numero,50
2009,numero,20
2009,numero,47
2009,estrella,1
2009,estrella,4
2009,numero,33
2009,numero,38
2009,numero,40
2009,numero,3
2009,numero,5
2009,estrella,4
2009,estrella,10
2009,numero,17
2009,numero,2
2009,numero,39
2009,numero,12
2009,numero,38
2009,estrella,7
2009,estrella,9
2009,numero,43
2009,numero,11
2009,numero,33
2009,numero,48
2009,numero,25
2009,estrella,8
2009,estrella,6
2009,numero,22
2009,numero,29
2009,numero,3
2009,numero,45
2009,numero,39
2009,estrella,8
2009,estrella,2
2009,numero,38
2009,numero,44
2009,numero,8
2009,numero,5
2009,numero,3
2009,estrella,5
2009,estrella,10
2009,numero,49
2009,numero,38
2009,numero,25
2009,numero,7
2009,numero,4
2009,estrella,12
2009,estrella,11
2009,numero,22
2009,numero,26
2009,numero,28
2009,numero,38
2009,numero,7
2009,estrella,5
2009,estrella,8
2009,numero,22
2009,numero,33
2009,numero,50
2009,numero,29
2009,numero,27
2009,estrella,10
2009,estrella,6
2009,numero,34
2009,numero,4
2009,numero,50
2009,numero,19
2009,numero,16
2009,estrella,10
2009,estrella,6
2009,numero,22
2009,numero,44
2009,numero,33
2009,numero,12
2009,numero,32
2009,estrella,7
2009,estrella,1
2009,numero,38
2009,numero,22
2009,numero,39
2009,numero,14
2009,numero,15
2009,estrella,3
2009,estrella,6
2009,numero,31
2009,numero,2
2009,numero,30
2009,numero,10
2009,numero,18
2009,estrella,12
2009,estrella,6
2009,numero,26
2009,numero,33
2009,numero,9
2009,numero,34
2009,numero,45
2009,estrella,4
2009,estrella,5
2009,numero,48
2009,numero,7
2009,numero,44
2009,numero,38
2009,numero,29
2009,estrella,9
2009,estrella,10
2009,numero,34
2009,numero,39
2009,numero,4
2009,numero,25
2009,numero,43
2009,estrella,3
2009,estrella,5
2009,numero,39
2009,numero,50
2009,numero,32
2009,numero,37
2009,numero,47
2009,estrella,8
2009,estrella,12
2009,numero,18
2009,numero,6
2009,numero,19
2009,numero,4
2009,numero,5
2009,estrella,7
2009,estrella,9
2009,numero,42
2009,numero,15
2009,numero,43
2009,numero,29
2009,numero,34
2009,estrella,11
2009,estrella,6
2009,numero,29
2009,numero,47
2009,numero,36
2009,numero,7
2009,numero,14
2009,estrella,4
2009,estrella,10
2009,numero,7
2009,numero,30
2009,numero,17
2009,numero,45
2009,numero,16
2009,estrella,6
2009,estrella,3
2009,numero,33
2009,numero,1
2009,numero,43
2009,numero,24
2009,numero,19
2009,estrella,11
2009,estrella,9
2009,numero,50
2009,numero,8
2009,numero,23
2009,numero,28
2009,numero,45
2009,estrella,7
2009,estrella,12
2009,numero,46
2009,numero,14
2009,numero,13
2009,numero,33
2009,numero,44
2009,estrella,3
2009,estrella,2
2009,numero,15
2009,numero,36
2009,numero,6
2009,numero,47
2009,numero,42
2009,estrella,6
2009,estrella,1
2009,numero,36
2009,numero,14
2009,numero,18
2009,numero,39
2009,numero,24
2009,estrella,1
2009,estrella,3
2009,numero,30
2009,numero,44
2009,numero,36
2009,numero,11
2009,numero,9
2009,estrella,8
2009,estrella,5
2009,numero,43
2009,numero,39
2009,numero,11
2009,numero,9
2009,numero,40
2009,estrella,9
2009,estrella,3
2009,numero,15
2009,numero,18
2009,numero,26
2009,numero,2
2009,numero,38
2009,estrella,6
2009,estrella,7
2009,numero,24
2009,numero,18
2009,numero,2
2009,numero,50
2009,numero,27
2009,estrella,8
2009,estrella,4
2009,numero,14
2009,numero,24
2009,numero,43
2009,numero,6
2009,numero,38
2009,estrella,3
2009,estrella,12
2009,numero,43
2009,numero,30
2009,numero,23
2009,numero,24
2009,numero,9
2009,estrella,3
2009,estrella,4
2009,numero,18
2009,numero,21
2009,numero,45
2009,numero,41
2009,numero,16
2009,estrella,11
2009,estrella,1
2009,numero,1
2009,numero,35
2009,numero,34
2009,numero,48
2009,numero,9
2009,estrella,6
2009,estrella,2
2009,numero,33
2009,numero,11
2009,numero,36
2009,numero,10
2009,numero,41
2009,estrella,1
2009,estrella,5
2009,numero,7
2009,numero,14
2009,numero,10
2009,numero,45
2009,numero,1
2009,estrella,2
2009,estrella,3
2009,numero,36
2009,numero,19
2009,numero,26
2009,numero,47
2009,numero,43
2009,estrella,5
2009,estrella,1
2009,numero,31
2009,numero,24
2009,numero,2
2009,numero,44
2009,numero,42
2009,estrella,7
2009,estrella,8
2009,numero,43
2009,numero,24
2009,numero,38
2009,numero,46
2009,numero,17
2009,estrella,7
2009,estrella,3
2009,numero,2
2009,numero,4
2009,numero,36
2009,numero,24
2009,numero,28
2009,estrella,6
2009,estrella,12
2009,numero,19
2009,numero,26
2009,numero,44
2009,numero,9
2009,numero,27
2009,estrella,2
2009,estrella,1
2009,numero,20
2009,numero,4
2009,numero,29
2009,numero,45
2009,numero,12
2009,estrella,2
2009,estrella,6
2010,numero,21
2010,numero,19
2010,numero,26
2010,numero,31
2010,numero,41
2010,estrella,12
2010,estrella,8
2010,numero,44
2010,numero,36
2010,numero,13
2010,numero,15
2010,numero,1
2010,estrella,1
2010,estrella,8
2010,numero,38
2010,numero,4
2010,numero,1
2010,numero,50
2010,numero,27
2010,estrella,8
2010,estrella,12
2010,numero,7
2010,numero,33
2010,numero,16
2010,numero,50
2010,numero,42
2010,estrella,3
2010,estrella,2
2010,numero,12
2010,numero,50
2010,numero,10
2010,numero,22
2010,numero,47
2010,estrella,9
2010,estrella,6
2010,numero,22
2010,numero,15
2010,numero,26
2010,numero,27
2010,numero,10
2010,estrella,2
2010,estrella,8
2010,numero,37
2010,numero,19
2010,numero,47
2010,numero,27
2010,numero,11
2010,estrella,8
2010,estrella,3
2010,numero,36
2010,numero,41
2010,numero,3
2010,numero,49
2010,numero,43
2010,estrella,12
2010,estrella,6
2010,numero,33
2010,numero,29
2010,numero,36
2010,numero,22
2010,numero,11
2010,estrella,9
2010,estrella,11
2010,numero,33
2010,numero,6
2010,numero,23
2010,numero,16
2010,numero,19
2010,estrella,5
2010,estrella,12
2010,numero,20
2010,numero,8
2010,numero,38
2010,numero,26
2010,numero,35
2010,estrella,10
2010,estrella,4
2010,numero,13
2010,numero,44
2010,numero,27
2010,numero,37
2010,numero,29
2010,estrella,2
2010,estrella,5
2010,numero,37
2010,numero,35
2010,numero,27
2010,numero,25
2010,numero,9
2010,estrella,9
2010,estrella,6
2010,numero,32
2010,numero,14
2010,numero,8
2010,numero,38
2010,numero,42
2010,estrella,3
2010,estrella,2
2010,numero,13
2010,numero,50
2010,numero,32
2010,numero,44
2010,numero,10
2010,estrella,2
2010,estrella,11
2010,numero,45
2010,numero,40
2010,numero,18
2010,numero,21
2010,numero,49
2010,estrella,4
2010,estrella,8
2010,numero,48
2010,numero,25
2010,numero,36
2010,numero,39
2010,numero,45
2010,estrella,5
2010,estrella,1
2010,numero,50
2010,numero,14
2010,numero,28
2010,numero,48
2010,numero,20
2010,estrella,2
2010,estrella,5
2010,numero,50
2010,numero,1
2010,numero,45
2010,numero,26
2010,numero,14
2010,estrella,10
2010,estrella,11
2010,numero,47
2010,numero,44
2010,numero,20
2010,numero,10
2010,numero,40
2010,estrella,5
2010,estrella,1
2010,numero,27
2010,numero,43
2010,numero,23
2010,numero,29
2010,numero,4
2010,estrella,7
2010,estrella,12
2010,numero,20
2010,numero,8
2010,numero,23
2010,numero,19
2010,numero,50
2010,estrella,2
2010,estrella,9
2010,numero,11
2010,numero,13
2010,numero,48
2010,numero,1
2010,numero,10
2010,estrella,12
2010,estrella,7
2010,numero,15
2010,numero,4
2010,numero,44
2010,numero,14
2010,numero,3
2010,estrella,3
2010,estrella,4
2010,numero,16
2010,numero,10
2010,numero,43
2010,numero,26
2010,numero,19
2010,estrella,9
2010,estrella,8
2010,numero,36
2010,numero,23
2010,numero,35
2010,numero,43
2010,numero,12
2010,estrella,1
2010,estrella,12
2010,numero,29
2010,numero,42
2010,numero,15
2010,numero,19
2010,numero,22
2010,estrella,7
2010,estrella,3
2010,numero,35
2010,numero,27
2010,numero,29
2010,numero,17
2010,numero,5
2010,estrella,4
2010,estrella,11
2010,numero,46
2010,numero,7
2010,numero,12
2010,numero,31
2010,numero,24
2010,estrella,9
2010,estrella,10
2010,numero,48
2010,numero,5
2010,numero,12
2010,numero,23
2010,numero,8
2010,estrella,7
2010,estrella,9
2010,numero,50
2010,numero,23
2010,numero,7
2010,numero,45
2010,numero,16
2010,estrella,5
2010,estrella,2
2010,numero,39
2010,numero,16
2010,numero,24
2010,numero,50
2010,numero,11
2010,estrella,8
2010,estrella,3
2010,numero,5
2010,numero,23
2010,numero,7
2010,numero,24
2010,numero,2
2010,estrella,4
2010,estrella,11
2010,numero,23
2010,numero,5
2010,numero,27
2010,numero,8
2010,numero,14
2010,estrella,8
2010,estrella,12
2010,numero,23
2010,numero,17
2010,numero,21
2010,numero,11
2010,numero,49
2010,estrella,8
2010,estrella,7
2010,numero,27
2010,numero,23
2010,numero,45
2010,numero,21
2010,numero,14
2010,estrella,12
2010,estrella,3
2010,numero,46
2010,numero,49
2010,numero,11
2010,numero,10
2010,numero,30
2010,estrella,2
2010,estrella,10
2010,numero,35
2010,numero,27
2010,numero,22
2010,numero,48
2010,numero,43
2010,estrella,6
2010,estrella,12
2010,numero,3
2010,numero,16
2010,numero,44
2010,numero,25
2010,numero,13
2010,estrella,10
2010,estrella,11
2010,numero,32
2010,numero,38
2010,numero,28
2010,numero,1
2010,numero,22
2010,estrella,8
2010,estrella,7
2011,numero,44
2011,numero,7
2011,numero,35
2011,numero,18
2011,numero,34
2011,estrella,6
2011,estrella,12
2011,numero,48
2011,numero,37
2011,numero,9
2011,numero,21
2011,numero,45
2011,estrella,5
2011,estrella,3
2011,numero,34
2011,numero,4
2011,numero,33
2011,numero,35
2011,numero,36
2011,estrella,4
2011,estrella,11
2011,numero,25
2011,numero,11
2011,numero,33
2011,numero,8
2011,numero,22
2011,estrella,11
2011,estrella,8
2011,numero,11
2011,numero,19
2011,numero,41
2011,numero,20
2011,numero,47
2011,estrella,12
2011,estrella,3
2011,numero,26
2011,numero,47
2011,numero,34
2011,numero,4
2011,numero,10
2011,estrella,11
2011,estrella,3
2011,numero,49
2011,numero,45
2011,numero,1
2011,numero,27
2011,numero,37
2011,estrella,7
2011,estrella,2
2011,numero,21
2011,numero,17
2011,numero,19
2011,numero,44
2011,numero,12
2011,estrella,6
2011,estrella,3
2011,numero,45
2011,numero,28
2011,numero,6
2011,numero,20
2011,numero,46
2011,estrella,2
2011,estrella,6
2011,numero,22
2011,numero,43
2011,numero,11
2011,numero,26
2011,numero,40
2011,estrella,10
2011,estrella,6
2011,numero,34
2011,numero,10
2011,numero,13
2011,numero,28
2011,numero,8
2011,estrella,2
2011,estrella,9
2011,numero,21
2011,numero,38
2011,numero,44
2011,numero,18
2011,numero,15
2011,estrella,5
2011,estrella,12
2011,numero,31
2011,numero,32
2011,numero,36
2011,numero,17
2011,numero,2
2011,estrella,9
2011,estrella,4
2011,numero,41
2011,numero,49
2011,numero,18
2011,numero,50
2011,numero,39
2011,estrella,3
2011,estrella,8
2011,numero,45
2011,numero,14
2011,numero,15
2011,numero,9
2011,numero,30
2011,estrella,9
2011,estrella,1
2011,numero,4
2011,numero,37
2011,numero,39
2011,numero,31
2011,numero,34
2011,estrella,10
2011,estrella,1
2011,numero,41
2011,numero,23
2011,numero,48
2011,numero,28
2011,numero,43
2011,estrella,7
2011,estrella,11
2011,numero,47
2011,numero,35
2011,numero,12
2011,numero,38
2011,numero,40
2011,estrella,7
2011,estrella,8
2011,numero,44
2011,numero,32
2011,numero,29
2011,numero,43
2011,numero,20
2011,estrella,11
2011,estrella,9
2011,numero,41
2011,numero,38
2011,numero,37
2011,numero,48
2011,numero,26
2011,estrella,9
2011,estrella,1
2011,numero,6
2011,numero,29
2011,numero,37
2011,numero,14
2011,numero,30
2011,estrella,11
2011,estrella,3
2011,numero,38
2011,numero,43
2011,numero,31
2011,numero,37
2011,numero,50
2011,estrella,3
2011,estrella,12
2011,numero,20
2011,numero,15
2011,numero,7
2011,numero,34
2011,numero,1
2011,estrella,4
2011,estrella,2
2011,numero,14
2011,numero,32
2011,numero,41
2011,numero,27
2011,numero,26
2011,estrella,2
2011,estrella,3
2011,numero,36
2011,numero,40
2011,numero,39
2011,numero,35
2011,numero,10
2011,estrella,7
2011,estrella,6
2011,numero,48
2011,numero,26
2011,numero,40
2011,numero,30
2011,numero,22
2011,estrella,2
2011,estrella,11
2011,numero,31
2011,numero,14
2011,numero,13
2011,numero,44
2011,numero,1
2011,estrella,11
2011,estrella,9
2011,numero,18
2011,numero,4
2011,numero,30
2011,numero,36
2011,numero,23
2011,estrella,1
2011,estrella,12
2011,numero,31
2011,numero,26
2011,numero,42
2011,numero,48
2011,numero,32
2011,estrella,8
2011,estrella,5
2011,numero,9
2011,numero,45
2011,numero,48
2011,numero,32
2011,numero,47
2011,estrella,8
2011,estrella,3
2011,numero,46
2011,numero,34
2011,numero,12
2011,numero,3
2011,numero,28
2011,estrella,10
2011,estrella,11
2011,numero,19
2011,numero,22
2011,numero,10
2011,numero,50
2011,numero,36
2011,estrella,1
2011,estrella,6
2011,numero,21
2011,numero,40
2011,numero,32
2011,numero,9
2011,numero,37
2011,estrella,12
2011,estrella,11
2011,numero,19
2011,numero,23
2011,numero,12
2011,numero,40
2011,numero,2
2011,estrella,3
2011,estrella,5
2011,numero,44
2011,numero,45
2011,numero,1
2011,numero,3
2011,numero,43
2011,estrella,6
2011,estrella,8
2011,numero,11
2011,numero,16
2011,numero,29
2011,numero,1
2011,numero,22
2011,estrella,4
2011,estrella,12
2011,numero,36
2011,numero,8
2011,numero,35
2011,numero,28
2011,numero,41
2011,estrella,12
2011,estrella,9
2011,numero,29
2011,numero,15
2011,numero,2
2011,numero,40
2011,numero,46
2011,estrella,7
2011,estrella,10
2011,numero,6
2011,numero,39
2011,numero,7
2011,numero,14
2011,numero,33
2011,estrella,4
2011,estrella,11
2011,numero,12
2011,numero,37
2011,numero,31
2011,numero,39
2011,numero,21
2011,estrella,5
2011,estrella,6
2011,numero,33
2011,numero,26
2011,numero,43
2011,numero,40
2011,numero,8
2011,estrella,8
2011,estrella,6
2011,numero,33
2011,numero,49
2011,numero,24
2011,numero,42
2011,numero,14
2011,estrella,2
2011,estrella,11
2011,numero,9
2011,numero,11
2011,numero,48
2011,numero,19
2011,numero,22
2011,estrella,5
2011,estrella,9
2011,numero,25
2011,numero,36
2011,numero,9
2011,numero,13
2011,numero,28
2011,estrella,5
2011,estrella,8
2012,numero,36
2012,numero,44
2012,numero,14
2012,numero,7
2012,numero,48
2012,estrella,10
2012,estrella,1
2012,numero,6
2012,numero,17
2012,numero,23
2012,numero,25
2012,numero,34
2012,estrella,9
2012,estrella,12
2012,numero,14
2012,numero,30
2012,numero,3
2012,numero,9
2012,numero,31
2012,estrella,7
2012,estrella,4
2012,numero,10
2012,numero,3
2012,numero,47
2012,numero,8
2012,numero,38
2012,estrella,1
2012,estrella,5
2012,numero,32
2012,numero,42
2012,numero,20
2012,numero,30
2012,numero,13
2012,estrella,4
2012,estrella,2
2012,numero,28
2012,numero,19
2012,numero,43
2012,numero,18
2012,numero,21
2012,estrella,12
2012,estrella,9
2012,numero,31
2012,numero,35
2012,numero,45
2012,numero,47
2012,numero,16
2012,estrella,6
2012,estrella,4
2012,numero,32
2012,numero,21
2012,numero,4
2012,numero,16
2012,numero,3
2012,estrella,12
2012,estrella,10
2012,numero,4
2012,numero,25
2012,numero,29
2012,numero,36
2012,numero,33
2012,estrella,3
2012,estrella,6
2012,numero,27
2012,numero,48
2012,numero,47
2012,numero,40
2012,numero,42
2012,estrella,1
2012,estrella,9
2012,numero,18
2012,numero,48
2012,numero,36
2012,numero,5
2012,numero,29
2012,estrella,9
2012,estrella,1
2012,numero,36
2012,numero,47
2012,numero,6
2012,numero,31
2012,numero,18
2012,estrella,7
2012,estrella,12
2012,numero,16
2012,numero,11
2012,numero,50
2012,numero,19
2012,numero,47
2012,estrella,4
2012,estrella,3
2012,numero,45
2012,numero,44
2012,numero,30
2012,numero,34
2012,numero,12
2012,estrella,6
2012,estrella,4
2012,numero,26
2012,numero,37
2012,numero,22
2012,numero,15
2012,numero,36
2012,estrella,1
2012,estrella,11
2012,numero,7
2012,numero,5
2012,numero,38
2012,numero,27
2012,numero,3
2012,estrella,7
2012,estrella,4
2012,numero,50
2012,numero,9
2012,numero,34
2012,numero,30
2012,numero,8
2012,estrella,5
2012,estrella,8
2012,numero,9
2012,numero,14
2012,numero,3
2012,numero,33
2012,numero,16
2012,estrella,12
2012,estrella,8
2012,numero,24
2012,numero,49
2012,numero,14
2012,numero,46
2012,numero,1
2012,estrella,12
2012,estrella,11
2012,numero,35
2012,numero,23
2012,numero,30
2012,numero,38
2012,numero,22
2012,estrella,10
2012,estrella,11
2012,numero,27
2012,numero,46
2012,numero,29
2012,numero,11
2012,numero,28
2012,estrella,6
2012,estrella,7
2012,numero,16
2012,numero,29
2012,numero,33
2012,numero,41
2012,numero,39
2012,estrella,10
2012,estrella,6
2012,numero,16
2012,numero,34
2012,numero,4
2012,numero,9
2012,numero,27
2012,estrella,6
2012,estrella,8
2012,numero,32
2012,numero,37
2012,numero,7
2012,numero,17
2012,numero,21
2012,estrella,7
2012,estrella,4
2012,numero,42
2012,numero,8
2012,numero,4
2012,numero,41
2012,numero,35
2012,estrella,6
2012,estrella,9
2012,numero,24
2012,numero,50
2012,numero,44
2012,numero,49
2012,numero,41
2012,estrella,11
2012,estrella,1
2012,numero,21
2012,numero,31
2012,numero,14
2012,numero,37
2012,numero,47
2012,estrella,5
2012,estrella,8
2012,numero,4
2012,numero,50
2012,numero,19
2012,numero,21
2012,numero,45
2012,estrella,11
2012,estrella,12
2012,numero,34
2012,numero,11
2012,numero,22
2012,numero,31
2012,numero,8
2012,estrella,3
2012,estrella,9
2012,numero,50
2012,numero,18
2012,numero,33
2012,numero,49
2012,numero,27
2012,estrella,7
2012,estrella,1
2012,numero,8
2012,numero,15
2012,numero,20
2012,numero,30
2012,numero,49
2012,estrella,9
2012,estrella,12
2012,numero,24
2012,numero,37
2012,numero,43
2012,numero,46
2012,numero,3
2012,estrella,1
2012,estrella,12
2012,numero,1
2012,numero,39
2012,numero,2
2012,numero,48
2012,numero,7
2012,estrella,7
2012,estrella,9
2012,numero,15
2012,numero,8
2012,numero,42
2012,numero,11
2012,numero,50
2012,estrella,10
2012,estrella,4
2012,numero,27
2012,numero,31
2012,numero,25
2012,numero,20
2012,numero,15
2012,estrella,2
2012,estrella,8
2012,numero,38
2012,numero,24
2012,numero,4
2012,numero,25
2012,numero,8
2012,estrella,1
2012,estrella,9
2012,numero,41
2012,numero,24
2012,numero,14
2012,numero,16
2012,numero,45
2012,estrella,3
2012,estrella,11
2012,numero,29
2012,numero,15
2012,numero,35
2012,numero,4
2012,numero,10
2012,estrella,2
2012,estrella,12
2012,numero,39
2012,numero,47
2012,numero,10
2012,numero,36
2012,numero,41
2012,estrella,3
2012,estrella,11
2012,numero,33
2012,numero,15
2012,numero,3
2012,numero,19
2012,numero,14
2012,estrella,1
2012,estrella,4
2012,numero,14
2012,numero,40
2012,numero,18
2012,numero,8
2012,numero,41
2012,estrella,10
2012,estrella,1
2012,numero,21
2012,numero,49
2012,numero,32
2012,numero,9
2012,numero,15
2012,estrella,3
2012,estrella,1
2012,numero,16
2012,numero,7
2012,numero,37
2012,numero,39
2012,numero,22
2012,estrella,1
2012,estrella,10
2012,numero,9
2012,numero,29
2012,numero,40
2012,numero,19
2012,numero,20
2012,estrella,3
2012,estrella,6
2013,numero,18
2013,numero,34
2013,numero,43
2013,numero,11
2013,numero,2
2013,estrella,2
2013,estrella,3
2013,numero,25
2013,numero,47
2013,numero,23
2013,numero,11
2013,numero,39
2013,estrella,7
2013,estrella,2
2013,numero,46
2013,numero,27
2013,numero,15
2013,numero,12
2013,numero,8
2013,estrella,12
2013,estrella,11
2013,numero,1
2013,numero,5
2013,numero,11
2013,numero,27
2013,numero,45
2013,estrella,2
2013,estrella,10
2013,numero,42
2013,numero,49
2013,numero,38
2013,numero,8
2013,numero,34
2013,estrella,12
2013,estrella,7
2013,numero,2
2013,numero,40
2013,numero,10
2013,numero,8
2013,numero,3
2013,estrella,5
2013,estrella,12
2013,numero,31
2013,numero,21
2013,numero,25
2013,numero,19
2013,numero,12
2013,estrella,2
2013,estrella,12
2013,numero,16
2013,numero,9
2013,numero,13
2013,numero,45
2013,numero,46
2013,estrella,12
2013,estrella,5
2013,numero,31
2013,numero,43
2013,numero,26
2013,numero,30
2013,numero,11
2013,estrella,2
2013,estrella,11
2013,numero,20
2013,numero,5
2013,numero,29
2013,numero,3
2013,numero,46
2013,estrella,5
2013,estrella,10
2013,numero,36
2013,numero,7
2013,numero,13
2013,numero,14
2013,numero,8
2013,estrella,3
2013,estrella,12
2013,numero,25
2013,numero,19
2013,numero,41
2013,numero,40
2013,numero,39
2013,estrella,12
2013,estrella,4
2013,numero,17
2013,numero,34
2013,numero,3
2013,numero,19
2013,numero,12
2013,estrella,9
2013,estrella,3
2013,numero,32
2013,numero,26
2013,numero,30
2013,numero,27
2013,numero,33
2013,estrella,10
2013,estrella,2
2013,numero,25
2013,numero,5
2013,numero,14
2013,numero,16
2013,numero,37
2013,estrella,2
2013,estrella,1
2013,numero,23
2013,numero,6
2013,numero,10
2013,numero,11
2013,numero,45
2013,estrella,4
2013,estrella,7
2013,numero,32
2013,numero,14
2013,numero,44
2013,numero,25
2013,numero,4
2013,estrella,1
2013,estrella,10
2013,numero,24
2013,numero,33
2013,numero,28
2013,numero,31
2013,numero,29
2013,estrella,10
2013,estrella,8
2013,numero,19
2013,numero,39
2013,numero,46
2013,numero,4
2013,numero,6
2013,estrella,9
2013,estrella,11
2013,numero,49
2013,numero,47
2013,numero,31
2013,numero,39
2013,numero,14
2013,estrella,5
2013,estrella,9
2013,numero,32
2013,numero,30
2013,numero,18
2013,numero,1
2013,numero,20
2013,estrella,10
2013,estrella,4
2013,numero,45
2013,numero,27
2013,numero,12
2013,numero,2
2013,numero,31
2013,estrella,7
2013,estrella,8
2013,numero,7
2013,numero,41
2013,numero,50
2013,numero,48
2013,numero,19
2013,estrella,6
2013,estrella,11
2013,numero,17
2013,numero,36
2013,numero,22
2013,numero,43
2013,numero,40
2013,estrella,4
2013,estrella,1
2013,numero,1
2013,numero,35
2013,numero,28
2013,numero,11
2013,numero,23
2013,estrella,7
2013,estrella,10
2013,numero,18
2013,numero,33
2013,numero,6
2013,numero,10
2013,numero,24
2013,estrella,11
2013,estrella,3
2013,numero,33
2013,numero,13
2013,numero,21
2013,numero,47
2013,numero,32
2013,estrella,3
2013,estrella,4
2013,numero,41
2013,numero,36
2013,numero,8
2013,numero,32
2013,numero,24
2013,estrella,2
2013,estrella,7
2013,numero,19
2013,numero,8
2013,numero,41
2013,numero,29
2013,numero,20
2013,estrella,3
2013,estrella,5
2013,numero,2
2013,numero,35
2013,numero,21
2013,numero,29
2013,numero,4
2013,estrella,3
2013,estrella,9
2013,numero,10
2013,numero,13
2013,numero,4
2013,numero,28
2013,numero,39
2013,estrella,3
2013,estrella,11
2013,numero,36
2013,numero,50
2013,numero,38
2013,numero,45
2013,numero,34
2013,estrella,5
2013,estrella,8
2013,numero,6
2013,numero,18
2013,numero,20
2013,numero,49
2013,numero,16
2013,estrella,12
2013,estrella,3
2013,numero,43
2013,numero,31
2013,numero,47
2013,numero,19
2013,numero,38
2013,estrella,11
2013,estrella,2
2013,numero,42
2013,numero,18
2013,numero,49
2013,numero,39
2013,numero,10
2013,estrella,6
2013,estrella,11
2013,numero,39
2013,numero,31
2013,numero,43
2013,numero,2
2013,numero,21
2013,estrella,11
2013,estrella,12
2013,numero,44
2013,numero,9
2013,numero,3
2013,numero,14
2013,numero,15
2013,estrella,5
2013,estrella,11
2013,numero,17
2013,numero,15
2013,numero,13
2013,numero,14
2013,numero,19
2013,estrella,5
2013,estrella,4
2013,numero,37
2013,numero,36
2013,numero,2
2013,numero,29
2013,numero,1
2013,estrella,6
2013,estrella,7
2013,numero,39
2013,numero,15
2013,numero,22
2013,numero,42
2013,numero,5
2013,estrella,1
2013,estrella,6
2013,numero,20
2013,numero,30
2013,numero,4
2013,numero,48
2013,numero,10
2013,estrella,6
2013,estrella,1
2013,numero,50
2013,numero,8
2013,numero,49
2013,numero,40
2013,numero,13
2013,estrella,11
2013,estrella,10
2013,numero,35
2013,numero,36
2013,numero,29
2013,numero,20
2013,numero,30
2013,estrella,2
2013,estrella,7
2013,numero,6
2013,numero,27
2013,numero,4
2013,numero,10
2013,numero,39
2013,estrella,4
2013,estrella,6
2013,numero,8
2013,numero,38
2013,numero,17
2013,numero,49
2013,numero,33
2013,estrella,7
2013,estrella,11
2013,numero,48
2013,numero,39
2013,numero,29
2013,numero,36
2013,numero,46
2013,estrella,2
2013,estrella,8
2013,numero,23
2013,numero,45
2013,numero,34
2013,numero,33
2013,numero,6
2013,estrella,6
2013,estrella,3
2013,numero,25
2013,numero,20
2013,numero,33
2013,numero,43
2013,numero,15
2013,estrella,1
2013,estrella,10
2013,numero,7
2013,numero,19
2013,numero,35
2013,numero,26
2013,numero,4
2013,estrella,12
2013,estrella,1
2013,numero,27
2013,numero,42
2013,numero,18
2013,numero,34
2013,numero,29
2013,estrella,11
2013,estrella,4
2013,numero,47
2013,numero,22
2013,numero,13
2013,numero,44
2013,numero,9
2013,estrella,2
2013,estrella,9
2013,numero,34
2013,numero,43
2013,numero,48
2013,numero,42
2013,numero,19
2013,estrella,4
2013,estrella,10
2013,numero,47
2013,numero,24
2013,numero,2
2013,numero,21
2013,numero,4
2013,estrella,10
2013,estrella,11
2013,numero,7
2013,numero,39
2013,numero,2
2013,numero,14
2013,numero,23
2013,estrella,7
2013,estrella,1
2013,numero,37
2013,numero,47
2013,numero,40
2013,numero,27
2013,numero,5
2013,estrella,8
2013,estrella,5
2013,numero,2
2013,numero,36
2013,numero,20
2013,numero,21
2013,numero,26
2013,estrella,12
2013,estrella,8
2013,numero,32
